station_mac,manufacturer,bssid,avg_power,total_packets
0E:E3:D6:A9:FE:AF,NA,(not associated),-51,10
0E:E7:BD:BC:59:1F,NA,(not associated),-63,10
0E:EF:92:99:E1:EB,NA,(not associated),-39,10
1E:EB:46:72:30:0D,NA,(not associated),-55,10
22:24:80:0F:1F:E4,NA,(not associated),-45,10
2E:13:F8:BC:3A:87,NA,(not associated),-57,10
2E:59:4A:4D:9E:C4,NA,(not associated),-39,10
32:A6:08:7C:F1:8F,NA,(not associated),-61,10
36:48:D1:E6:13:4A,NA,(not associated),-31,10
3A:B4:33:31:CF:A6,NA,(not associated),-53,10
42:61:0E:C5:B5:86,NA,(not associated),-61,10
4A:19:5E:82:18:D3,NA,(not associated),-59,10
4C:44:5B:36:96:C9,Intel Corporate,76:70:AF:A4:D2:AF,-75,10
4E:21:DA:06:96:79,NA,(not associated),-35,10
4E:97:17:60:30:30,NA,(not associated),-45,10
4E:E9:FE:63:42:DB,NA,(not associated),-55,10
56:67:EA:B0:1D:87,NA,(not associated),-49,10
7A:92:8F:99:71:25,NA,(not associated),-31,10
82:A1:1E:09:3B:04,NA,(not associated),-45,10
8A:26:DE:0B:AA:F6,NA,(not associated),-47,10
8E:19:0B:83:98:7D,NA,(not associated),-63,10
8E:58:82:8E:0D:4A,NA,00:25:00:FF:94:73,-74,10
A6:A4:2F:00:EF:35,NA,(not associated),-51,10
AA:D3:AF:53:2A:A3,NA,(not associated),-51,10
AA:EC:64:BE:CD:B5,NA,(not associated),-57,10
AE:90:54:55:55:55,NA,(not associated),-43,10
AE:D9:54:AD:F7:7F,NA,(not associated),-47,10
BA:30:BC:6F:7D:23,NA,(not associated),-69,10
BA:FD:89:12:87:42,NA,(not associated),-53,10
BA:FD:94:CF:92:24,NA,(not associated),-29,10
C6:A9:6F:6A:B8:5B,NA,(not associated),-55,10
CA:C6:27:0D:38:99,NA,(not associated),-49,10
CA:E1:08:B1:2D:1B,NA,(not associated),-47,10
CE:C0:90:6B:E5:A2,NA,(not associated),-55,10
D6:AC:7D:35:AE:FB,NA,(not associated),-47,10
EE:12:59:E6:0E:B2,NA,00:25:00:FF:94:73,-63,10
EE:9D:7B:DE:DF:62,NA,00:25:00:FF:94:73,-70,10
F6:51:34:95:12:6E,NA,(not associated),-55,10
F6:74:34:56:97:E2,NA,(not associated),-39,10
F6:C0:CE:39:75:8E,NA,(not associated),-49,10
F6:C8:95:18:42:C0,NA,(not associated),-51,10
FA:31:4B:D9:69:55,NA,(not associated),-55,10
FA:E8:D7:1E:9C:C7,NA,(not associated),-57,10
FE:7E:FF:84:B3:CB,NA,(not associated),-57,10
06:43:79:B6:EB:3C,NA,(not associated),-61,9
06:F8:DC:B8:0F:8F,NA,(not associated),-63,9
0A:C2:C3:08:9E:F8,NA,E8:28:C1:DD:04:40,-59,9
0E:BD:C5:8F:56:BC,NA,(not associated),-63,9
0E:EF:92:77:85:C8,NA,(not associated),-47,9
10:32:7E:8A:8C:D9,"Huawei Device Co., Ltd.",(not associated),-63,9
10:51:07:FF:1E:91,Intel Corporate,(not associated),-69,9
10:51:07:FF:28:69,Intel Corporate,(not associated),-67,9
12:13:F7:90:CA:62,NA,(not associated),-53,9
12:BC:30:86:AE:CF,NA,(not associated),-51,9
16:FD:B3:E3:BF:51,NA,(not associated),-69,9
1E:1E:2D:30:05:E5,NA,(not associated),-51,9
1E:6E:77:28:F5:EF,NA,(not associated),-31,9
22:AF:44:38:5A:06,NA,(not associated),-49,9
22:D6:0F:CB:14:03,NA,(not associated),-53,9
26:7B:C5:AE:BE:3F,NA,(not associated),-53,9
26:91:4F:7E:81:2F,NA,(not associated),-57,9
32:78:60:70:DC:D4,NA,(not associated),-55,9
32:FD:C0:26:20:80,NA,(not associated),-49,9
36:21:E9:EF:91:E3,NA,(not associated),-65,9
36:54:4E:48:D5:33,NA,(not associated),-59,9
36:87:24:D3:65:95,NA,(not associated),-53,9
36:B0:86:E9:17:8E,NA,(not associated),-53,9
36:BE:BC:7B:2E:F2,NA,(not associated),-47,9
36:E8:DD:93:21:40,NA,(not associated),-35,9
3A:0E:8B:5F:85:48,NA,(not associated),-57,9
3A:AF:68:26:06:D4,NA,(not associated),-59,9
3E:51:02:01:45:B5,NA,(not associated),-59,9
42:01:15:4C:43:E2,NA,(not associated),-43,9
42:68:1A:5A:3A:25,NA,(not associated),-59,9
42:96:F9:75:02:F2,NA,(not associated),-45,9
46:95:46:D5:0C:6B,NA,(not associated),-61,9
46:E3:9B:D8:83:B4,NA,(not associated),-61,9
4A:C9:41:99:FF:00,NA,(not associated),-55,9
52:93:C6:1C:ED:06,NA,(not associated),-29,9
56:69:D0:28:9E:20,NA,(not associated),-55,9
5A:DD:4F:78:53:0E,NA,(not associated),-82,9
5E:53:AF:77:B3:51,NA,(not associated),-55,9
62:78:97:DD:EB:54,NA,(not associated),-45,9
62:F5:1E:3C:F6:0D,NA,(not associated),-43,9
66:69:6F:8F:E5:B7,NA,(not associated),-55,9
6A:56:25:D1:B7:72,NA,(not associated),-51,9
76:B0:5B:D7:8E:FC,NA,(not associated),-61,9
7A:7F:C1:51:A8:94,NA,(not associated),-51,9
7A:E3:72:F0:F6:40,NA,E8:28:C1:DC:B2:52,-1,9
82:57:94:2F:01:CD,NA,(not associated),-51,9
82:80:0D:C6:3A:6B,NA,(not associated),-59,9
82:93:BA:BA:DB:C3,NA,(not associated),-49,9
82:9A:CE:A1:92:12,NA,(not associated),-57,9
86:0C:FD:78:E7:74,NA,(not associated),-37,9
8A:EA:83:77:42:31,NA,(not associated),-57,9
8C:55:4A:DF:74:E2,Intel Corporate,(not associated),-83,9
8E:CC:A6:3D:48:44,NA,(not associated),-39,9
9A:BC:20:7E:CB:68,NA,(not associated),-53,9
9A:F2:90:BA:BC:38,NA,(not associated),-47,9
A2:83:B4:2A:E7:7A,NA,(not associated),-83,9
A2:EC:9C:1C:7A:31,NA,(not associated),-51,9
B2:A3:BB:10:C1:5A,NA,(not associated),-57,9
B6:E7:85:23:B3:9E,NA,(not associated),-59,9
BA:03:F2:AF:56:84,NA,(not associated),-51,9
BE:70:D2:47:AB:3F,NA,(not associated),-53,9
BE:F2:16:44:AF:E1,NA,(not associated),-57,9
C2:28:18:48:89:56,NA,(not associated),-55,9
C2:DB:E4:AC:57:5F,NA,(not associated),-55,9
C6:68:6B:95:99:75,NA,(not associated),-53,9
C6:EE:6D:39:AD:2D,NA,(not associated),-55,9
CA:98:DF:6D:43:E4,NA,(not associated),-43,9
D0:7F:A0:A2:20:23,"Samsung Electronics Co.,Ltd",(not associated),-53,9
D6:29:50:B3:C8:81,NA,(not associated),-45,9
D6:3E:72:FD:39:FE,NA,(not associated),-47,9
DA:A1:19:90:FC:F4,NA,(not associated),-69,9
DA:B5:28:4A:FC:4D,NA,00:26:99:F2:7A:E2,-65,9
DE:BF:AD:02:A1:54,NA,(not associated),-47,9
E2:B8:33:35:0E:AF,NA,(not associated),-43,9
E6:F6:9B:3F:A8:CC,NA,(not associated),-53,9
EA:48:ED:33:42:29,NA,(not associated),-59,9
EE:C4:D6:95:C8:BC,NA,(not associated),-49,9
F2:A7:7D:89:DD:AE,NA,(not associated),-55,9
F2:AD:9E:69:1B:BF,NA,(not associated),-57,9
F6:17:8B:A7:8C:F1,NA,(not associated),-47,9
F6:BF:E2:C4:EB:6B,NA,(not associated),-47,9
FE:02:3D:90:3E:EE,NA,(not associated),-65,9
00:F4:8D:F7:C5:19,Liteon Technology Corporation,92:F5:7B:43:0B:69,-73,8
02:07:AF:7A:4B:8F,NA,(not associated),-55,8
02:23:2E:6E:8D:6C,NA,(not associated),-57,8
02:69:C9:6B:42:7C,NA,(not associated),-51,8
02:92:5C:31:88:D8,NA,(not associated),-59,8
06:3E:D6:40:9C:7F,NA,(not associated),-59,8
06:65:09:62:80:87,NA,(not associated),-55,8
06:F7:1C:EF:A5:C1,NA,(not associated),-53,8
06:FF:5A:90:8C:A4,NA,(not associated),-55,8
0A:7D:C9:93:F6:FA,NA,(not associated),-57,8
0A:82:80:A7:55:12,NA,(not associated),-65,8
0A:AF:00:C0:3D:1C,NA,(not associated),-49,8
0E:1B:2F:F5:13:FE,NA,(not associated),-49,8
0E:EF:92:81:75:31,NA,(not associated),-37,8
12:49:27:AA:B0:A5,NA,00:26:99:F2:7A:E2,-57,8
16:E0:99:94:F3:02,NA,(not associated),-53,8
1A:EB:6A:90:9F:C3,NA,(not associated),-53,8
1E:EA:14:59:B9:D1,NA,(not associated),-57,8
22:27:E7:54:CF:C3,NA,(not associated),-49,8
26:24:C4:CF:44:50,NA,(not associated),-51,8
26:93:59:4D:19:1B,NA,(not associated),-55,8
2A:07:30:4E:30:8A,NA,(not associated),-59,8
2A:55:14:14:C0:13,NA,(not associated),-67,8
2E:2F:50:FE:05:34,NA,(not associated),-61,8
32:5E:7F:22:D0:0C,NA,(not associated),-49,8
3A:1E:D8:7E:3F:7A,NA,(not associated),-55,8
3A:C6:CC:2B:E4:E7,NA,(not associated),-51,8
3A:FD:62:4A:38:F9,NA,(not associated),-49,8
3E:85:4E:07:F6:30,NA,(not associated),-51,8
3E:86:A4:20:05:6F,NA,(not associated),-57,8
3E:D0:3E:C4:B0:E7,NA,(not associated),-57,8
42:30:A5:89:BC:42,NA,(not associated),-49,8
46:16:A0:F1:0D:C3,NA,(not associated),-57,8
46:7F:DB:74:E6:ED,NA,(not associated),-47,8
46:B2:F1:E0:3D:2A,NA,(not associated),-53,8
4A:0E:13:DC:C7:F0,NA,(not associated),-51,8
4A:1C:19:45:C0:AA,NA,(not associated),-55,8
4A:57:15:C9:C7:2F,NA,(not associated),-55,8
4E:E8:C6:56:7C:6D,NA,(not associated),-47,8
50:98:39:4A:84:FE,Xiaomi Communications Co Ltd,(not associated),-61,8
52:1D:66:9C:B3:E7,NA,(not associated),-55,8
56:6D:1B:79:85:C9,NA,(not associated),-61,8
56:90:BC:4F:9A:FB,NA,(not associated),-55,8
56:96:9C:D0:2F:9E,NA,(not associated),-45,8
5A:5C:54:A1:F2:BA,NA,(not associated),-57,8
5A:A2:E5:31:4F:5A,NA,(not associated),-49,8
5E:9C:50:F8:E8:41,NA,(not associated),-57,8
62:0A:45:4F:C4:E9,NA,(not associated),-55,8
62:9A:B1:88:D9:95,NA,(not associated),-59,8
62:F7:AA:0D:9E:36,NA,(not associated),-53,8
66:63:26:D7:32:44,NA,(not associated),-53,8
6A:38:C5:2F:2F:C0,NA,(not associated),-55,8
6A:8A:08:89:42:F1,NA,(not associated),-55,8
6E:6D:AB:FE:B8:2E,NA,(not associated),-61,8
72:02:A8:1C:FE:61,NA,(not associated),-49,8
72:D4:74:D3:DF:F5,NA,(not associated),-35,8
7A:96:EA:42:27:84,NA,(not associated),-57,8
82:2C:14:6E:67:24,NA,(not associated),-47,8
82:32:E1:05:7E:45,NA,(not associated),-51,8
82:C0:0F:2C:C2:2E,NA,(not associated),-63,8
86:04:1B:4F:8B:52,NA,(not associated),-51,8
86:87:12:1F:90:F8,NA,(not associated),-63,8
86:8A:13:F8:DF:26,NA,(not associated),-63,8
8A:B5:76:CC:36:2B,NA,(not associated),-61,8
8E:34:90:36:14:1E,NA,(not associated),-49,8
8E:79:79:44:B5:9F,NA,(not associated),-51,8
92:74:F4:CD:31:47,NA,(not associated),-47,8
92:9F:F8:FC:A9:5C,NA,(not associated),-59,8
96:46:15:BC:13:41,NA,(not associated),-59,8
96:8A:C6:D0:D0:D0,NA,(not associated),-63,8
9A:11:AF:31:EF:31,NA,(not associated),-61,8
9A:3C:9C:0D:AF:87,NA,(not associated),-51,8
9E:8B:4C:E2:89:DA,NA,(not associated),-51,8
A2:19:C1:F8:99:D2,NA,(not associated),-55,8
A6:3E:3E:88:57:43,NA,(not associated),-65,8
AA:9D:DF:2C:F6:3D,NA,(not associated),-43,8
AA:A4:33:70:0B:36,NA,(not associated),-57,8
B2:64:77:08:C4:CC,NA,(not associated),-67,8
B6:3F:79:E3:F1:D5,NA,(not associated),-55,8
B6:F7:C4:6E:0C:0B,NA,(not associated),-43,8
BA:76:3A:72:5D:93,NA,(not associated),-61,8
BA:A3:ED:12:E6:63,NA,(not associated),-57,8
BE:0B:E2:F0:9B:DB,NA,(not associated),-57,8
BE:D0:28:AF:AB:75,NA,(not associated),-61,8
C2:65:C9:17:B7:49,NA,(not associated),-53,8
C2:DF:12:B9:57:FF,NA,(not associated),-47,8
C6:E4:7B:0F:55:DF,NA,E8:28:C1:DE:74:32,-45,8
CA:40:CD:E4:1D:74,NA,(not associated),-57,8
CA:8F:05:5A:6E:8F,NA,(not associated),-55,8
CA:9A:F6:B8:5C:9D,NA,(not associated),-61,8
CA:C5:26:64:85:60,NA,(not associated),-53,8
CE:7D:50:3F:B5:FC,NA,(not associated),-59,8
D2:8A:07:FB:F9:9B,NA,(not associated),-59,8
D2:DC:E1:EF:37:E5,NA,(not associated),-57,8
D6:31:66:C3:01:00,NA,(not associated),-31,8
D6:E9:EB:92:E1:1D,NA,(not associated),-63,8
DA:AA:77:87:B6:CA,NA,(not associated),-55,8
DE:AB:04:60:93:4B,NA,(not associated),-59,8
DE:EC:8B:92:38:83,NA,(not associated),-59,8
E6:71:8E:42:1B:96,NA,(not associated),-55,8
E6:77:34:13:61:43,NA,(not associated),-45,8
E6:B7:D7:84:55:4C,NA,(not associated),-55,8
E6:E3:CB:66:C4:4D,NA,8E:1F:94:96:DA:FD,-73,8
EA:F0:BC:04:3A:55,NA,(not associated),-53,8
EE:BD:AB:99:B4:AD,NA,(not associated),-63,8
F2:5B:C1:B3:9F:18,NA,(not associated),-67,8
F6:20:BD:68:A4:47,NA,(not associated),-51,8
FA:89:1A:72:F0:75,NA,00:25:00:FF:94:73,-71,8
FA:9E:F0:67:14:FB,NA,(not associated),-57,8
FA:B6:8E:23:8D:C5,NA,(not associated),-57,8
FA:E7:90:46:49:D8,NA,(not associated),-53,8
FE:41:FA:9B:95:05,NA,(not associated),-61,8
02:2D:09:6F:07:A1,NA,(not associated),-61,7
02:7B:DB:4C:AD:72,NA,(not associated),-53,7
06:F1:A3:27:E5:54,NA,(not associated),-59,7
0A:1B:F7:BA:3C:7A,NA,(not associated),-51,7
0A:53:CC:C9:20:0C,NA,(not associated),-83,7
0A:56:B5:39:E5:83,NA,(not associated),-57,7
0A:5A:3E:AB:E4:78,NA,(not associated),-55,7
0A:5A:50:3F:15:33,NA,(not associated),-45,7
0A:96:B2:A4:44:E2,NA,(not associated),-51,7
0E:18:A2:BD:25:79,NA,(not associated),-55,7
0E:6D:A0:B7:81:30,NA,(not associated),-61,7
0E:EF:92:0D:65:22,NA,(not associated),-41,7
0E:EF:92:3E:84:53,NA,(not associated),-45,7
0E:EF:92:C3:BD:7D,NA,(not associated),-47,7
0E:EF:92:FB:BA:A8,NA,(not associated),-43,7
10:51:07:FF:1E:4B,Intel Corporate,(not associated),-67,7
12:9D:E1:A3:C5:7F,NA,(not associated),-59,7
16:98:D4:B9:4C:DE,NA,(not associated),-57,7
16:A3:88:A8:2E:07,NA,(not associated),-55,7
16:F2:26:B7:C7:0F,NA,(not associated),-65,7
1A:BB:FF:B0:92:C9,NA,(not associated),-51,7
1A:FB:CB:9B:09:C0,NA,(not associated),-65,7
1E:00:11:5B:B3:5C,NA,(not associated),-43,7
1E:28:D3:C0:65:D5,NA,(not associated),-57,7
1E:81:AE:F3:CC:4D,NA,(not associated),-59,7
1E:89:49:42:66:1A,NA,(not associated),-59,7
1E:FE:C3:DE:1B:97,NA,(not associated),-61,7
22:B1:D3:0A:05:48,NA,(not associated),-57,7
22:F2:40:4D:C4:78,NA,(not associated),-59,7
26:35:50:1C:B7:AF,NA,(not associated),-67,7
26:47:F7:AF:DB:60,NA,(not associated),-59,7
26:B3:A2:2A:D8:EA,NA,(not associated),-61,7
2A:1A:C8:7C:A4:68,NA,(not associated),-51,7
2A:4D:11:C7:4B:31,NA,(not associated),-61,7
2A:53:38:A1:C1:B4,NA,(not associated),-53,7
2A:71:C2:E2:32:4E,NA,(not associated),-61,7
2A:9F:C0:4A:C5:79,NA,(not associated),-59,7
2A:A3:26:CD:3B:C4,NA,(not associated),-39,7
2A:CB:38:22:70:07,NA,(not associated),-53,7
2E:56:63:7F:B7:88,NA,(not associated),-61,7
2E:F0:25:7C:E2:C0,NA,(not associated),-53,7
2E:F1:F1:AC:1B:89,NA,(not associated),-59,7
32:36:EA:D0:F5:EB,NA,(not associated),-47,7
32:9C:2C:D9:5E:EF,NA,(not associated),-53,7
36:95:22:D0:DE:B8,NA,(not associated),-45,7
3A:67:68:FF:F1:E5,NA,(not associated),-45,7
3A:7F:78:0C:63:7F,NA,(not associated),-51,7
3E:2A:EE:07:86:95,NA,(not associated),-63,7
3E:3C:89:C8:A3:BF,NA,(not associated),-47,7
3E:D5:C8:C0:39:1F,NA,(not associated),-51,7
3E:F1:09:98:4D:C1,NA,(not associated),-61,7
42:93:3D:77:DC:3E,NA,(not associated),-45,7
42:CB:FD:B1:D0:0E,NA,(not associated),-75,7
46:03:1C:B4:BB:2C,NA,(not associated),-47,7
46:3B:EE:7A:03:70,NA,(not associated),-53,7
46:71:9C:1B:A3:8C,NA,(not associated),-57,7
46:87:F6:CD:BB:46,NA,(not associated),-65,7
4A:9E:42:0F:78:2E,NA,(not associated),-37,7
4E:5E:91:34:0B:8F,NA,(not associated),-65,7
4E:67:E9:2C:02:0A,NA,(not associated),-59,7
4E:C4:89:EC:2E:C4,NA,(not associated),-53,7
56:64:6D:F8:07:37,NA,(not associated),-57,7
56:78:AB:DC:D4:A8,NA,(not associated),-53,7
56:87:93:FC:C2:1D,NA,(not associated),-57,7
5A:38:58:95:98:50,NA,(not associated),-61,7
5A:4E:E9:51:2C:65,NA,(not associated),-55,7
5A:5F:61:E2:58:97,NA,(not associated),-55,7
5A:EE:26:EF:62:A3,NA,(not associated),-33,7
5E:8B:C0:3D:83:6C,NA,(not associated),-59,7
66:3B:49:66:48:66,NA,(not associated),-39,7
66:AB:A6:B3:21:0C,NA,(not associated),-55,7
66:CE:FD:BE:06:D6,NA,(not associated),-57,7
6E:33:D6:D5:C8:0D,NA,(not associated),-57,7
6E:AD:49:88:D0:B7,NA,(not associated),-51,7
72:68:9B:FB:87:44,NA,(not associated),-61,7
72:A5:C5:68:B8:DF,NA,(not associated),-57,7
72:B0:15:4A:4A:CB,NA,(not associated),-53,7
76:9C:D1:AE:E0:94,NA,(not associated),-57,7
76:FC:84:8A:2C:48,NA,(not associated),-61,7
7E:22:CE:70:D3:ED,NA,(not associated),-67,7
7E:7F:82:CA:F4:0B,NA,(not associated),-55,7
7E:D7:0E:64:19:AF,NA,(not associated),-59,7
7E:E6:C4:FC:22:96,NA,(not associated),-61,7
7E:EA:BC:59:1A:4C,NA,(not associated),-57,7
82:1B:60:81:75:03,NA,(not associated),-53,7
82:2F:F8:C1:89:B1,NA,(not associated),-49,7
82:6B:97:06:F5:23,NA,(not associated),-55,7
82:86:28:A5:94:3E,NA,(not associated),-63,7
82:B2:B2:20:3E:EC,NA,(not associated),-45,7
86:44:58:72:7F:BA,NA,(not associated),-61,7
86:6B:2B:F0:B1:DF,NA,(not associated),-57,7
8A:57:D8:B2:92:76,NA,(not associated),-51,7
8A:85:78:2C:F0:21,NA,(not associated),-49,7
8A:8B:16:62:5E:93,NA,(not associated),-39,7
8E:56:AE:CF:7C:E6,NA,(not associated),-45,7
8E:5B:65:0B:30:41,NA,(not associated),-45,7
8E:D5:98:08:56:82,NA,(not associated),-51,7
8E:FB:EE:98:34:F8,NA,(not associated),-53,7
92:08:5A:1A:A7:AC,NA,(not associated),-57,7
92:5E:3F:96:7A:05,NA,(not associated),-53,7
92:73:AE:38:33:7A,NA,(not associated),-47,7
92:97:18:1B:86:97,NA,(not associated),-53,7
96:3F:3A:E3:83:2F,NA,(not associated),-51,7
96:40:03:02:AF:C4,NA,(not associated),-57,7
96:68:C9:57:19:C7,NA,(not associated),-47,7
96:F0:5D:F1:80:64,NA,(not associated),-51,7
9A:2F:68:5D:1E:57,NA,(not associated),-51,7
9E:29:EA:E9:70:20,NA,E8:28:C1:DC:B2:50,-61,7
9E:50:A1:D3:20:6E,NA,(not associated),-55,7
9E:C7:4C:7A:56:95,NA,(not associated),-57,7
9E:EB:55:A4:52:5E,NA,(not associated),-53,7
A2:05:68:CE:87:24,NA,(not associated),-57,7
A2:09:48:34:84:5E,NA,(not associated),-53,7
A2:6C:67:83:DD:B1,NA,(not associated),-65,7
A2:95:D8:84:1D:B1,NA,(not associated),-53,7
A6:38:05:F2:2F:3B,NA,(not associated),-55,7
A6:EC:3C:AB:BA:10,NA,(not associated),-49,7
AA:25:93:1D:D9:C5,NA,(not associated),-53,7
AA:62:BC:EA:07:46,NA,(not associated),-57,7
AA:DB:4C:95:E6:F7,NA,(not associated),-55,7
AE:25:4A:C4:CF:51,NA,(not associated),-37,7
AE:55:84:A9:6C:55,NA,(not associated),-59,7
AE:87:A5:F0:6F:02,NA,(not associated),-65,7
AE:8B:D5:E7:51:82,NA,(not associated),-49,7
AE:96:CE:F6:D4:23,NA,(not associated),-61,7
AE:AD:E1:1E:79:AE,NA,(not associated),-53,7
AE:FD:6D:7C:AC:BC,NA,(not associated),-55,7
B6:4D:80:87:12:F1,NA,(not associated),-53,7
BA:3A:40:BD:BE:3C,NA,(not associated),-55,7
BA:9F:EC:69:FA:9B,NA,(not associated),-51,7
BA:A5:9D:30:7E:D3,NA,(not associated),-59,7
BA:C5:F2:E0:15:3F,NA,(not associated),-47,7
BA:DD:9F:08:F9:E0,NA,(not associated),-59,7
BA:EC:44:92:1E:3B,NA,(not associated),-53,7
BA:FA:D5:05:D8:AE,NA,(not associated),-59,7
BA:FB:D5:DC:D4:E0,NA,(not associated),-57,7
BC:F1:71:D4:E5:2C,Intel Corporate,E8:28:C1:DC:0B:B0,-75,7
BE:D2:70:86:4B:21,NA,(not associated),-55,7
C2:02:41:D8:2D:8B,NA,(not associated),-57,7
C2:AC:8D:31:59:04,NA,(not associated),-53,7
C2:FD:C5:7E:19:09,NA,(not associated),-55,7
C6:24:02:E7:6F:B1,NA,(not associated),-55,7
C6:50:CB:BE:AB:00,NA,(not associated),-65,7
C6:5C:E4:4D:32:B9,NA,(not associated),-75,7
C6:D1:B7:D2:B5:D2,NA,(not associated),-47,7
CA:4E:CA:45:ED:2C,NA,(not associated),-53,7
CA:CB:32:95:C3:58,NA,(not associated),-53,7
CA:CC:08:13:ED:35,NA,(not associated),-61,7
CE:6A:1F:CD:3C:0F,NA,(not associated),-43,7
D2:0B:96:3D:72:D6,NA,(not associated),-43,7
D2:1D:5C:23:05:21,NA,(not associated),-49,7
D2:E4:25:2B:6B:72,NA,(not associated),-55,7
D2:F2:CB:58:D9:67,NA,(not associated),-53,7
D6:51:C1:76:64:A4,NA,(not associated),-53,7
DA:56:55:44:36:7A,NA,(not associated),-45,7
DA:CB:B4:C4:8F:D2,NA,(not associated),-63,7
DA:D4:39:12:A7:7B,NA,(not associated),-51,7
E6:50:CF:C5:29:1C,NA,(not associated),-51,7
E6:B1:A5:E1:66:8A,NA,(not associated),-53,7
EA:31:B2:49:02:46,NA,(not associated),-71,7
EA:39:3C:70:F1:7E,NA,(not associated),-43,7
EA:58:10:5D:04:4E,NA,(not associated),-53,7
EA:5D:E5:10:BD:18,NA,(not associated),-55,7
EA:72:76:76:D5:D5,NA,(not associated),-49,7
EA:73:27:12:B3:CB,NA,(not associated),-59,7
EA:7C:37:64:A2:18,NA,00:25:00:FF:94:73,-70,7
EE:68:6C:E4:B9:51,NA,(not associated),-57,7
EE:8C:41:8F:72:68,NA,(not associated),-63,7
F2:8A:DB:36:96:98,NA,(not associated),-57,7
F2:C2:CC:EB:6E:CF,NA,(not associated),-53,7
F6:92:98:F6:6A:F1,NA,(not associated),-69,7
F6:E9:04:C8:71:4F,NA,(not associated),-59,7
FA:4A:96:04:33:10,NA,(not associated),-59,7
FA:78:11:85:CE:FC,NA,(not associated),-59,7
FE:2D:C9:6C:F4:0D,NA,(not associated),-61,7
FE:F2:D5:5A:00:56,NA,(not associated),-51,7
02:41:E7:08:D9:E9,NA,(not associated),-49,6
02:42:B1:00:77:2E,NA,(not associated),-61,6
02:45:73:F2:9B:72,NA,(not associated),-49,6
02:48:9F:77:45:9A,NA,(not associated),-55,6
02:4B:62:53:8D:B9,NA,(not associated),-59,6
02:8B:92:EC:71:52,NA,(not associated),-63,6
02:E3:0B:6D:72:76,NA,(not associated),-45,6
02:F8:E0:20:65:6D,NA,(not associated),-61,6
04:B1:A1:F4:18:DF,"Samsung Electronics Co.,Ltd",(not associated),-55,6
06:B3:FC:02:76:7F,NA,(not associated),-53,6
06:E5:45:73:42:D1,NA,(not associated),-49,6
0E:41:7D:40:9B:FD,NA,(not associated),-63,6
0E:C1:20:82:AB:5B,NA,(not associated),-61,6
0E:EE:9C:C4:68:82,NA,(not associated),-61,6
0E:EF:92:45:92:45,NA,(not associated),-39,6
0E:EF:92:9F:E2:90,NA,(not associated),-51,6
0E:EF:92:C9:D5:F8,NA,(not associated),-43,6
0E:FF:C1:8F:B2:D7,NA,(not associated),-65,6
12:83:3A:9D:29:34,NA,(not associated),-53,6
12:BF:1A:10:19:30,NA,(not associated),-59,6
12:FE:03:3E:C5:7A,NA,(not associated),-53,6
16:02:57:1E:8A:8D,NA,(not associated),-51,6
16:1C:D5:4F:6B:7D,NA,(not associated),-53,6
16:23:7A:BE:8E:AC,NA,(not associated),-53,6
16:85:69:9E:1A:5F,NA,(not associated),-61,6
16:C8:FC:C5:F7:E5,NA,(not associated),-59,6
1A:40:76:6B:16:0C,NA,(not associated),-51,6
1A:97:9E:8A:B5:47,NA,(not associated),-63,6
1A:B6:EC:FA:42:6C,NA,(not associated),-53,6
1A:F3:C7:FC:36:C8,NA,(not associated),-53,6
1C:BF:C0:2D:7D:C9,"CHONGQING FUGUI ELECTRONICS CO.,LTD.",(not associated),-67,6
1E:4A:1F:38:A4:7B,NA,(not associated),-49,6
1E:6F:4C:5F:DD:DA,NA,(not associated),-57,6
1E:6F:AF:39:C4:3A,NA,(not associated),-63,6
1E:D7:8E:F5:39:38,NA,(not associated),-75,6
22:A8:EC:BB:63:3F,NA,(not associated),-51,6
22:B2:3E:84:6E:98,NA,(not associated),-53,6
22:C0:ED:CE:14:4B,NA,(not associated),-39,6
22:C6:C4:91:DB:39,NA,(not associated),-55,6
22:E7:3A:F6:C7:0B,NA,(not associated),-43,6
26:01:A0:F9:31:8A,NA,(not associated),-59,6
26:3C:34:D4:C5:C4,NA,(not associated),-53,6
26:40:8B:4A:5C:81,NA,(not associated),-61,6
26:5B:99:5C:D7:AD,NA,(not associated),-63,6
26:84:53:65:FB:0B,NA,(not associated),-51,6
26:A3:AC:8D:A5:3B,NA,(not associated),-55,6
26:A5:A8:2E:31:6A,NA,(not associated),-49,6
26:ED:03:63:CE:7D,NA,(not associated),-49,6
2A:04:55:55:CA:79,NA,(not associated),-27,6
2A:07:8D:82:BF:8B,NA,(not associated),-47,6
2A:60:9F:CD:17:B5,NA,(not associated),-57,6
2A:8D:B1:95:F8:16,NA,(not associated),-63,6
2A:CF:30:90:BC:7E,NA,(not associated),-49,6
2A:DF:98:50:32:3F,NA,(not associated),-65,6
2E:3B:55:7E:CF:D1,NA,(not associated),-53,6
2E:45:41:C9:55:CF,NA,(not associated),-43,6
2E:77:62:3F:10:C3,NA,(not associated),-57,6
2E:81:00:BA:8F:04,NA,(not associated),-65,6
2E:86:C1:32:4F:19,NA,(not associated),-51,6
32:55:E4:61:20:F4,NA,(not associated),-59,6
32:6C:18:74:ED:A5,NA,(not associated),-53,6
32:6F:A5:0B:0B:39,NA,(not associated),-53,6
36:12:03:AC:41:3E,NA,(not associated),-63,6
